sentence_id; toponyms_list; nearby_abbreviations 
890; Natk, Иводу; р, дер 
891; Чёрный Наволок; м 
892; Сенокос, Большому болоту; к 
893; Саньки, Егорьева Поляна, Кузьмиха;  
894; Курняйнаволок;  
895; Полевское, Керацкое;  
896; Марковщины;  
897; Поле;  
898; Вигово; с 
899; Бабнаволок;  
900; Лесное урочище, Сокол; оз 
901; Яндома;  
902; ;  
903; Поле;  
904; Пондала; дер, оз 
905; Покос;  
906; Sar'jar'v;  
907; Лигострова;  
908; Яндомозере, Яндомозеро, Погоста; д 
909; ;  
910; Великой губе, Вигово, Сельгострова; у 
911; ;  
912; Саньки, Яндома, Савиновка, Усть-Яндома; к, д 
913; ;  
914; Типиницы, Трутнево, Корытово, Типиниц, Мокаровица;  
915; Пелуш, Сидорово; дер 
916; Онежском озере, Варнаволок; у 
917; ;  
918; Яндоме;  
919; Иводе, Куя; р, к, дер 
920; вОнежском озере, Красного поля; м, к 
921; Типиницы;  
922; Болото;  
923; Мельница, Иводу; р 
924; Истомино; м, к, д 
925; Виговской губы, Пижей, Галаймха; у 
926; Пахотная полоса;  
927; Поле;  
928; Мельничным полем, Вороний Остров;  
929; Яндомозере;  
930; Типиницкой бухты, Койгуба; с, х 
931; Великой губы, Сибово;  
932; ;  
933; Сорочья Гора; дер 
934; Sojär'v; оз 
935; Тулосозеро; дер 
936; Шолу; р 
937; Марково; дер 
938; Turkin;  
939; Иводе, Слобода; р, дер 
940; Покос;  
941; ;  
942; Маленький островок; оз 
943; Карельских островов; у 
944; Пожня, Тамбицы, Локречка, Пидасельгу, Тамбиц;  
945; Усть-Яндома, Яндома, Сибово; д, р 
946; Иводу; р 
947; Усть-Яндома; д 
948; Пахотная поляна, Обод; с, к 
949; ;  
950; Болото; у 
951; ;  
952; Susin Mihailankodi; дер 
953; Усть-Яндомы, Яндомозеро, Яндомозеро;  
954; Истомино, Яндомозеро, Мурый Мох; д 
955; Габнаволок; м, к 
956; Sar'jar'v;  
957; Есино, Яндомозеро, Родионово; д, дер 
958; Вороний Остров, Типиницы;  
959; Онежском озере, Линдома;  
960; Горелый Мох;  
961; Онежском озере, Типиницы; у 
962; Габнаволок, Мыс; маяк 
963; Варишозера; с, х 
964; ;  
965; Покос, Утицино; м, д 
966; Усть-Яндома, Яндома, Обод; д, к, р 
967; Покосы;  
968; Покос;  
969; ;  
970; Пидасельга, Поляна; у, дер 
971; Mel'n'icoja, Перелесок; дер 
972; Сидоровского куста;  
973; Восточная Усть-Яндома, Смолек; д 
974; Кибитка, Поля;  
975; Войлахты, Šalg'ögi; р, оз 
976; Пахотная полоса;  
977; Har'koja;  
978; Пожня;  
979; ;  
980; Куя, Иводе; дер, р 
981; Вягозеро;  
982; Омут, Иводе, Слобода; р, дер 
983; ;  
984; Пахотная полоса;  
985; Platan; к, оз 
986; Великой губе, Красного поля; м, к 
987; Красном поле, Сибово; м 
988; Вянеш, Виговской губы; к 
989; ;  
990; Вигово;  
991; Яндомозеро;  
992; Яндомозере, Саньки; д 
993; Типиницы;  
994; Тамбицы, Локречка, Пидасельгу, Тамбица; с 
995; Тамбицы, Локречка, Пидасельгу, Тамбиц;  
996; Ояти;  
997; Поляны;  
998; Сидорово, Белое Озеро; с, х 
999; ;  
1000; ;  
1001; Пелуши;  
1002; Урочище; с 
1003; Вигово, Загубье;  
1004; Чидово, Корволы; у 
1005; ;  
1006; Кема, Окштомка, Кряж;  
1007; ;  
1008; ;  
1009; Кемозеро, Пажемское; с 
1010; Сельскохозяйственная поляна;  
1011; Красивый сосновый лес; лес, оз 
1012; Нинисельгское, Pertisel'l'anoja; оз 
1013; Холмы;  
1014; Когубы;  
1015; ;  
1016; ;  
1017; Холмы, Северные полянья; дер 
1018; ;  
1019; Саньки; д 
1020; Полянка, Марковщины, Яндомозеро; с 
1021; Кемское, Язевец; с, к 
1022; Марковщины;  
1023; Покос, Чура; к, д 
1024; Усть-Яндома; к, д 
1025; Иводы, Слобода, Sar'oja, Pondag'ögi; р, дер 
1026; ;  
1027; Пустошка; дер 
1028; ;  
1029; Сенокос;  
1030; Лигачевское;  
1031; Луда, Онежском озере, Вороньего острова; у 
1032; Плавницкой (Мочальной) губы, Пёлдышнаволока; у 
1033; Яндомозеро, Есино; д 
1034; Поля, Холмы; у 
1035; Луда, Онежском озере, Линдома, Олешникам; у, к 
1036; Сельскохозяйственная поляна;  
1037; Иводы; р 
1038; ;  
1039; ;  
1040; Омут, Šalg'ögi, моста Lava; р 
1041; Пахотная поляна; к 
1042; Педейнаволока; к 
1043; Пожня;  
1044; ;  
1045; Иводе; р 
1046; Корбозерской речки, Песочной губки;  
1047; Poudag'är'v; у, оз 
1048; Пахотная полоса;  
1049; Ояти;  
1050; Перелесок; дер 
1051; Коргуба;  
1052; Саньков Бор, Pihär'jär'v; дер, оз 
1053; Болото; дер 
1054; Поля;  
1055; Большоая Сенатка, Soumus; р 
1056; Туржино; дер, к 
1057; Вороний Остров, Бараньская Обухница; м 
1058; Пахотная полоса;  
1059; Поля;  
1060; Hilizoja, Колпь; у, р, г 
1061; Кибитка;  
1062; ;  
1063; Сельгострове;  
1064; Покосы, Нинисельга; дер 
1065; Восточная Усть-Яндома, Мергостров; д 
1066; Mustikkor'b;  
1067; Иводы, Слобода; р, оз, дер 
1068; Озера;  
1069; Выласское, Мельничному мосту; дер, к 
1070; Сорочья Гора; дер 
1071; Губа, Маая Тамбица, Чёрного Наволока; с 
1072; Вороний Остров, Вареж; с, х 
1073; ;  
1074; Ояти;  
1075; Пожня;  
1076; Лесной покос;  
1077; Лесное урочище;  
1078; Поля, Ближняя; д 
1079; Полянка, Саньки, Галайгубы; м, к, д 
1080; Тамбицы, Габнаволок, Малая Тамбица;  
1081; Покос;  
1082; Сорочья Гора; дер 
1083; Мягкой Сельги;  
1084; Мельница дер, Марково, Iitoja; дер 
1085; Кривой Пенге;  
1086; ;  
1087; Haadso;  
1088; Шоле; к, р 
1089; Пахотная земля;  
1090; Типиницы, Задняя деревня;  
1091; Перелесок; д 
1092; Поле, Сеннухи;  
1093; ;  
1094; Прокушевского озера; у 
1095; Вигово, Онего;  
1096; Озера; к 
1097; Pen', Sur' Sepatk; р 
1098; Сорочья Гора; дер 
1099; Онежского озера, Кема, Белое озеро, Кемское; к 
1100; Тигвера; дер 
1101; Углевщина; у, дер 
1102; Саньки; к, д 
1103; Обельщина; д 
1104; Поле; дер 
1105; Levotsellankangas; дер, бор 
1106; ;  
1107; Lokagj;  
1108; Шоле; к, р 
1109; Сарозеро;  
1110; Лигой;  
1111; Холмы, Летнее поле; у 
1112; ;  
1113; Лахта, Прокушево; дер 
1114; Осиновец;  
1115; Родионово; дер 
1116; Ояти;  
1117; Tanhoine; у 
1118; Типиницы;  
1119; Murkazoja;  
1120; Садам, Типиницы, Вороний Остров; у 
1121; Типиницам, Мунозером; к 
1122; Natka; к, р 
1123; Болото, Пустошка; у, оз, дер 
1124; Вороний Остров, Типиницы, Овсяные нивы;  
1125; ;  
1126; ;  
1127; S'üd'äin'so, Иводу; р 
1128; Лейнаволока, Корежручей;  
1129; Вигово;  
1130; Чёжгубы;  
1131; Есино, Усть-Яндому, Ушково;  
1132; Иводе; р 
1133; Ушково; лес 
1134; ;  
1135; Тигверка;  
1136; ;  
1137; Онежского озера, Линдома; у 
1138; Усть-Яндома, Ближней поляной; д, с 
1139; Покос, Саньки; к, д 
1140; ;  
1141; Патровцем; у 
1142; Пахотная поляна;  
1143; Онежском озере, Тамбицы; у 
1144; Поля;  
1145; Саньки, Большого Галая, Саньки; м, к, д, берег 
1146; Саньки, Сибовской поляной, Саньки; д, м 
1147; Урочище, Сташково Радогощенский с/с; с, х, дер 
1148; Sur'oja;  
1149; G'är'so, S'ür'g; дер 
1150; Истомино; м, к, д 
1151; Поселок;  
1152; Ропле; к 
1153; Ручей;  
1154; Сяргозерской дороге; с, х 
1155; ;  
1156; Пидасельга;  
1157; Большой песчаный мыс; мыс, оз 
1158; Panad, L'evahts;  
1159; ;  
1160; Кую, Ивода; оз, р 
1161; Поля;  
1162; Casounumagi;  
1163; Покос;  
1164; ;  
1165; Ропля; р 
1166; Поле;  
1167; Покосы, Сорочья Гора; дер 
1168; Чежгубы, Сибово;  
1169; Усть-Яндома, Чежгубы; к, д, у 
1170; Покос, Обельщина; к, д 
1171; ВоронийОстров, Вороний Остров, Типиницы, Вороньего Острова;  
1172; Яндомозеро;  
1173; Истомино; д 
1174; Кондобережская, Бережская Дорога;  
